PRO_COM_T,COD_REG,COMUNE,Abitanti
044063,11,Ripatransone,4142
048039,9,San Godenzo,1094
066071,13,Pettorano sul Gizio,1411
066072,13,Pizzoli,4344
066073,13,Poggio Picenze,1063
066074,13,Prata d'Ansidonia,463
066076,13,Prezza,919
066077,13,Raiano,2707
066078,13,Rivisondoli,673
066079,13,Roccacasale,634
066080,13,Rocca di Botte,858
066081,13,Rocca di Cambio,480
070069,14,San Martino in Pensilis,4694
070070,14,San Massimo,819
070071,14,San Polo Matese,471
070072,14,Santa Croce di Magliano,4199
070073,14,Sant'Angelo Limosano,340
070074,14,Sant'Elia a Pianisi,1679
070075,14,Sepino,1833
070076,14,Spinete,1219
075009,16,Botrugno,2694
075012,16,Cannole,1675
075013,16,Caprarica di Lecce,2395
075015,16,Carpignano Salentino,3726
065018,15,Buonabitacolo,2509
065019,15,Caggiano,2651
065020,15,Calvanico,1456
066011,13,Bisegna,209
066012,13,Bugnara,1077
066013,13,Cagnano Amiterno,1260
066014,13,Calascio,136
066015,13,Campo di Giove,779
066016,13,Campotosto,487
066017,13,Canistro,967
066018,13,Cansano,240
066019,13,Capestrano,874
061024,15,Castel di Sasso,1121
061025,15,Castello del Matese,1425
061026,15,Castel Morrone,3738
061028,15,Cervino,4987
061030,15,Ciorlano,389
061031,15,Conca della Campania,1193
061033,15,Dragoni,2081
061034,15,Fontegreca,785
061035,15,Formicola,1435
061036,15,Francolise,4721
063038,15,Lacco Ameno,4769
063040,15,Liveri,1563
065023,15,Campora,368
065024,15,Cannalonga,1009
065026,15,Casalbuono,1143
065027,15,Casaletto Spartano,1346
066021,13,Capitignano,637
066022,13,Caporciano,209
066023,13,Cappadocia,554
066024,13,Carapelle Calvisio,86
066026,13,Castel del Monte,444
066027,13,Castel di Ieri,303
066029,13,Castellafiume,1073
061038,15,Gallo Matese,540
061039,15,Galluccio,2059
061040,15,Giano Vetusto,660
061041,15,Gioia Sannitica,3469
061044,15,Letino,666
061045,15,Liberi,1104
065029,15,Caselle in Pittari,1894
065030,15,Castelcivita,1564
065032,15,Castelnuovo Cilento,2840
065033,15,Castelnuovo di Conza,602
065035,15,Castel San Lorenzo,2313
065036,15,Castiglione del Genovesi,1325
066030,13,Castelvecchio Calvisio,127
066031,13,Castelvecchio Subequo,870
066033,13,Cerchio,1571
066034,13,Civita d'Antino,966
066035,13,Civitella Alfedena,283
066036,13,Civitella Roveto,3144
066037,13,Cocullo,212
066038,13,Collarmele,871
061050,15,Marzano Appio,2127
061051,15,Mignano Monte Lungo,3074
061055,15,Pastorano,3015
061056,15,Piana di Monte Verna,2256
061058,15,Pietramelara,4604
061059,15,Pietravairano,2912
063069,15,San Paolo Bel Sito,3383
065038,15,Celle di Bulgheria,1804
065040,15,Ceraso,2301
065041,15,Cetara,2061
065042,15,Cicerale,1208
065043,15,Colliano,3521
065044,15,Conca dei Marini,675
065045,15,Controne,806
065046,15,Contursi Terme,3312
065047,15,Corbara,2525
065048,15,Corleto Monforte,528
066039,13,Collelongo,1148
066040,13,Collepietro,217
066041,13,Corfinio,1012
066042,13,Fagnano Alto,380
066043,13,Fontecchio,310
066044,13,Fossa,704
066045,13,Gagliano Aterno,251
066046,13,Gioia dei Marsi,1742
066047,13,Goriano Sicoli,526
066048,13,Introdacqua,2059
061061,15,Pontelatone,1626
061063,15,Prata Sannita,1436
061064,15,Pratella,1491
061065,15,Presenzano,1789
061066,15,Raviscanina,1265
061068,15,Riardo,2330
061069,15,Rocca d'Evandro,3088
061070,15,Roccamonfina,3340
063078,15,Serrara Fontana,3110
063085,15,Tufino,3574
065049,15,Cuccaro Vetere,555
065051,15,Felitto,1213
065053,15,Furore,747
065054,15,Futani,1126
066050,13,Lecce nei Marsi,1587
066052,13,Lucoli,910
066053,13,Magliano de' Marsi,3601
061071,15,Roccaromana,843
061072,15,Rocchetta e Croce,455
061073,15,Ruviano,1729
061076,15,San Gregorio Matese,912
061079,15,San Pietro Infine,883
061080,15,San Potito Sannitico,1959
063088,15,Visciano,4362
064001,15,Aiello del Sabato,4034
064002,15,Altavilla Irpina,4123
064003,15,Andretta,1765
064004,15,Aquilonia,1580
065057,15,Gioi,1190
065058,15,Giungano,1306
065059,15,Ispani,1001
065060,15,Laureana Cilento,1191
065061,15,Laurino,1376
065062,15,Laurito,745
065063,15,Laviano,1378
065064,15,Lustra,1033
065065,15,Magliano Vetere,644
065068,15,Minori,2679
065069,15,Moio della Civitella,1874
066054,13,Massa d'Albe,1409
066055,13,Molina Aterno,370
066056,13,Montereale,2329
066057,13,Morino,1388
066058,13,Navelli,531
066059,13,Ocre,1126
066060,13,Ofena,445
066061,13,Opi,393
066062,13,Oricola,1272
061084,15,Santa Maria la Fossa,2597
061086,15,Sant'Angelo d'Alife,2193
061093,15,Tora e Piccilli,839
064009,15,Bagnoli Irpino,3111
064010,15,Baiano,4616
064011,15,Bisaccia,3719
064012,15,Bonito,2320
064013,15,Cairano,297
064014,15,Calabritto,2314
065070,15,Montano Antilia,1912
065071,15,Montecorice,2631
065074,15,Monteforte Cilento,536
065075,15,Monte San Giacomo,1507
065077,15,Morigerati,623
060020,12,Castelliri,3332
060021,12,Castelnuovo Parano,870
060022,12,Castrocielo,3911
060023,12,Castro dei Volsci,4640
060027,12,Colfelice,1868
061096,15,Valle Agricola,804
061097,15,Valle di Maddaloni,2697
061101,15,Falciano del Massico,3492
062002,15,Amorosi,2702
064015,15,Calitri,4453
064016,15,Candida,1105
064017,15,Caposele,3370
064018,15,Capriglia Irpina,2340
064019,15,Carife,1357
064020,15,Casalbore,1693
064021,15,Cassano Irpino,918
064022,15,Castel Baronia,1096
064023,15,Castelfranci,1924
064024,15,Castelvetere sul Calore,1564
064026,15,Cesinali,2631
065080,15,Novi Velia,2321
065081,15,Ogliastro Cilento,2270
065083,15,Oliveto Citra,3702
065084,15,Omignano,1646
065085,15,Orria,1022
065086,15,Ottati,644
065089,15,Palomonte,3904
079002,18,Albi,870
079003,18,Amaroni,1773
079004,18,Amato,796
079005,18,Andali,690
079007,18,Argusto,482
082025,19,Castronovo di Sicilia,2944
082026,19,Cefalà Diana,997
082029,19,Chiusa Sclafani,2682
082030,19,Ciminna,3560
079008,18,Badolato,2912
079009,18,Belcastro,1271
079017,18,Caraffa di Catanzaro,1793
079018,18,Cardinale,1975
079020,18,Carlopoli,1467
080046,18,Maropati,1419
080047,18,Martone,510
080048,18,Melicuccà,863
080049,18,Melicucco,4982
080051,18,Molochio,2392
080052,18,Monasterace,3627
083051,19,Mirto,927
083052,19,Mistretta,4554
083053,19,Moio Alcantara,687
083054,19,Monforte San Giorgio,2634
083055,19,Mongiuffi Melia,564
083056,19,Montagnareale,1489
083057,19,Montalbano Elicona,2118
083058,19,Motta Camastra,819
083059,19,Motta d'Affermo,685
083060,19,Naso,3623
082032,19,Collesano,3858
082033,19,Contessa Entellina,1608
079024,18,Cenadi,518
079025,18,Centrache,378
079027,18,Cerva,1152
079030,18,Cicala,909
079033,18,Conflenti,1352
079034,18,Cortale,1976
080056,18,Palizzi,2313
080058,18,Pazzano,520
080059,18,Placanica,1111
080060,18,Platì,3768
080062,18,Portigliola,1114
083061,19,Nizza di Sicilia,3628
083062,19,Novara di Sicilia,1251
083063,19,Oliveri,2105
083065,19,Pagliara,1139
083067,19,Pettineo,1274
083068,19,Piraino,3868
083069,19,Raccuja,924
083070,19,Reitano,749
083071,19,Roccafiorita,187
083072,19,Roccalumera,4073
082037,19,Geraci Siculo,1765
082038,19,Giardinello,2306
082039,19,Giuliana,1802
082040,19,Godrano,1122
082041,19,Gratteri,905
082042,19,Isnello,1418
082044,19,Lascari,3647
079036,18,Cropani,4790
079043,18,Decollatura,3039
079047,18,Falerna,3907
079048,18,Feroleto Antico,2014
079052,18,Fossato Serralta,581
079055,18,Gagliato,447
079056,18,Gasperina,2036
080064,18,Riace,2142
080066,18,Roccaforte del Greco,404
083073,19,Roccavaldina,1056
083074,19,Roccella Valdemone,597
083075,19,Rodì Milici,1986
083078,19,San Fratello,3466
083079,19,San Marco d'Alunzio,1864
083080,19,San Pier Niceto,2706
083081,19,San Piero Patti,2723
083082,19,San Salvatore di Fitalia,1219
082047,19,Mezzojuso,2797
082051,19,Montemaggiore Belsito,3151
082052,19,Palazzo Adriano,1928
079058,18,Gimigliano,3167
079061,18,Guardavalle,4410
079063,18,Isca sullo Ionio,1554
079065,18,Jacurso,596
079068,18,Magisano,1167
080068,18,Roghudi,972
080070,18,Samo,763
080071,18,San Giorgio Morgeto,3023
080072,18,San Giovanni di Gerace,435
080073,18,San Lorenzo,2480
083083,19,Santa Domenica Vittoria,894
083085,19,Sant'Alessio Siculo,1508
083086,19,Santa Lucia del Mela,4543
083087,19,Santa Marina Salina,875
083088,19,Sant'Angelo di Brolo,2912
083090,19,San Teodoro,1313
083091,19,Santo Stefano di Camastra,4575
083092,19,Saponara,3820
083093,19,Savoca,1732
083094,19,Scaletta Zanclea,1958
079069,18,Maida,4643
079071,18,Marcedusa,406
079072,18,Marcellinara,2213
079073,18,Martirano,857
079074,18,Martirano Lombardo,1016
079077,18,Miglierina,725
079080,18,Montauro,1751
079083,18,Motta Santa Lucia,811
080074,18,San Luca,3633
080075,18,San Pietro di Caridà,1085
080076,18,San Procopio,526
080077,18,San Roberto,1627
080078,18,Santa Cristina d'Aspromonte,818
080079,18,Sant'Agata del Bianco,583
080080,18,Sant'Alessio in Aspromonte,320
080081,18,Sant'Eufemia d'Aspromonte,3899
080082,18,Sant'Ilario dello Ionio,1406
083095,19,Sinagra,2601
083096,19,Spadafora,4827
083100,19,Tripi,818
083101,19,Tusa,2718
083102,19,Ucria,969
083103,19,Valdina,1298
083104,19,Venetico,4008
082055,19,Petralia Soprana,3120
082056,19,Petralia Sottana,2593
079087,18,Nocera Terinese,4760
079088,18,Olivadi,517
079089,18,Palermiti,1157
079092,18,Pentone,1968
079094,18,Petrizzi,1054
079095,18,Petronà,2538
079096,18,Pianopoli,2608
079099,18,Platania,2019
079108,18,San Floro,719
079110,18,San Mango d'Aquino,1496
080083,18,Santo Stefano in Aspromonte,1220
080084,18,Scido,881
080085,18,Scilla,4798
080086,18,Seminara,2609
080087,18,Serrata,813
080089,18,Sinopoli,1955
080090,18,Staiti,212
083108,19,Torrenova,4490
084002,19,Alessandria della Rocca,2717
082058,19,Polizzi Generosa,3112
082059,19,Pollina,2891
082060,19,Prizzi,4508
082061,19,Roccamena,1429
079114,18,San Pietro a Maida,4011
079115,18,San Pietro Apostolo,1585
079116,18,San Sostene,1395
079117,18,Santa Caterina dello Ionio,2099
079118,18,Sant'Andrea Apostolo dello Ionio,1809
079122,18,San Vito sullo Ionio,1689
079123,18,Satriano,3440
079126,18,Sellia,512
080091,18,Stignano,1318
080092,18,Stilo,2499
080094,18,Terranova Sappo Minulio,483
080095,18,Varapodio,2050
080097,18,San Ferdinando,4701
084004,19,Bivona,3438
084005,19,Burgio,2586
084006,19,Calamonaci,1270
084007,19,Caltabellotta,3420
084008,19,Camastra,2012
064042,15,Lapio,1491
064043,15,Lauro,3429
064045,15,Luogosano,1127
064046,15,Manocalzati,3147
064047,15,Marzano di Nola,1671
064048,15,Melito Irpino,1874
065101,15,Postiglione,2048
065102,15,Praiano,2020
065103,15,Prignano Cilento,1063
065104,15,Ravello,2469
065105,15,Ricigliano,1102
065107,15,Roccagloriosa,1628
065109,15,Rofrano,1458
065110,15,Romagnano al Monte,377
065111,15,Roscigno,679
060047,12,Pastena,1337
060048,12,Patrica,3125
060049,12,Pescosolido,1492
060050,12,Picinisco,1146
060051,12,Pico,2774
060053,12,Piglio,4530
060054,12,Pignataro Interamna,2504
060055,12,Pofi,4059
062025,15,Colle Sannita,2321
062026,15,Cusano Mutri,3959
062027,15,Dugenta,2751
062028,15,Durazzano,2173
062029,15,Faicchio,3545
062030,15,Foglianise,3240
062031,15,Foiano di Val Fortore,1396
062032,15,Forchia,1219
062033,15,Fragneto l'Abate,999
062034,15,Fragneto Monforte,1772
062035,15,Frasso Telesino,2206
062036,15,Ginestra degli Schiavoni,439
064051,15,Montaguto,373
064052,15,Montecalvo Irpino,3502
064053,15,Montefalcione,3235
064055,15,Montefredane,2166
064056,15,Montefusco,1260
064058,15,Montemarano,2741
065112,15,Rutino,791
065113,15,Sacco,454
065115,15,Salento,1929
065117,15,Salvitelle,508
065119,15,San Giovanni a Piro,3719
065120,15,San Gregorio Magno,4089
065121,15,San Mango Piemonte,2702
065123,15,San Mauro Cilento,868
060057,12,Posta Fibreno,1092
060059,12,Rocca d'Arce,937
060061,12,San Biagio Saracinisco,315
060062,12,San Donato Val di Comino,1985
060063,12,San Giorgio a Liri,3092
060064,12,San Giovanni Incarico,3221
062037,15,Guardia Sanframondi,4807
062038,15,Limatola,4140
062039,15,Melizzano,1787
062040,15,Moiano,4129
062041,15,Molinara,1537
062042,15,Montefalcone di Val Fortore,1398
062044,15,Morcone,4752
062045,15,Paduli,3826
062046,15,Pago Veiano,2367
064060,15,Monteverde,740
064063,15,Morra De Sanctis,1188
064064,15,Moschiano,1634
064066,15,Nusco,4068
064067,15,Ospedaletto d'Alpinolo,2150
064068,15,Pago del Vallo di Lauro,1761
064069,15,Parolise,646
064070,15,Paternopoli,2272
064071,15,Petruro Irpino,289
064072,15,Pietradefusi,2167
064073,15,Pietrastornina,1473
064074,15,Prata di Principato Ultra,2911
064075,15,Pratola Serra,3735
064076,15,Quadrelle,1881
065124,15,San Mauro la Bruca,549
065125,15,San Pietro al Tanagro,1689
065126,15,San Rufo,1680
065127,15,Santa Marina,3243
065128,15,Sant'Angelo a Fasanella,546
065129,15,Sant'Arsenio,2771
065131,15,Santomenna,414
060065,12,Sant'Ambrogio sul Garigliano,931
060066,12,Sant'Andrea del Garigliano,1393
060067,12,Sant'Apollinare,1872
060069,12,Santopadre,1277
060070,12,San Vittore del Lazio,2549
060071,12,Serrone,3015
060072,12,Settefrati,720
060073,12,Sgurgola,2513
060075,12,Strangolagalli,2371
062047,15,Pannarano,2106
062048,15,Paolisi,2072
062049,15,Paupisi,1663
062050,15,Pesco Sannita,1922
062051,15,Pietraroja,516
062052,15,Pietrelcina,3008
062053,15,Ponte,2512
062054,15,Pontelandolfo,2082
062055,15,Puglianello,1360
062056,15,Reino,1153
062057,15,San Bartolomeo in Galdo,4573
064077,15,Quindici,1906
064078,15,Roccabascerana,2341
064079,15,Rocca San Felice,818
064080,15,Rotondi,3585
064081,15,Salza Irpina,741
064082,15,San Mango sul Calore,1137
064083,15,San Martino Valle Caudina,4884
064084,15,San Michele di Serino,2488
064085,15,San Nicola Baronia,760
064086,15,San Potito Ultra,1558
064087,15,San Sossio Baronia,1567
064088,15,Santa Lucia di Serino,1386
064089,15,Sant'Andrea di Conza,1381
064090,15,Sant'Angelo all'Esca,748
064091,15,Sant'Angelo a Scala,740
065133,15,Sanza,2477
065136,15,Sassano,4868
065138,15,Scala,1522
065139,15,Serramezzana,292
065140,15,Serre,3877
065141,15,Sessa Cilento,1244
060076,12,Supino,4828
060077,12,Terelle,329
060078,12,Torre Cajetani,1367
060079,12,Torrice,4826
060080,12,Trevi nel Lazio,1798
060081,12,Trivigliano,1638
060082,12,Vallecorsa,2523
060083,12,Vallemaio,908
060084,12,Vallerotonda,1480
062059,15,San Giorgio La Molara,2923
062060,15,San Leucio del Sannio,3021
062061,15,San Lorenzello,2188
062062,15,San Lorenzo Maggiore,2036
062063,15,San Lupo,736
062064,15,San Marco dei Cavoti,3170
062065,15,San Martino Sannita,1204
062066,15,San Nazzaro,870
062067,15,San Nicola Manfredi,3650
062068,15,San Salvatore Telesino,3985
062069,15,Santa Croce del Sannio,869
064092,15,Sant'Angelo dei Lombardi,4080
064093,15,Santa Paolina,1257
064095,15,Santo Stefano del Sole,2108
064096,15,Savignano Irpino,1087
064097,15,Scampitella,1126
064098,15,Senerchia,770
064100,15,Sirignano,2841
064102,15,Sorbo Serpico,571
064103,15,Sperone,3763
064104,15,Sturno,3011
064105,15,Summonte,1525
065143,15,Sicignano degli Alburni,3268
065144,15,Stella Cilento,689
065145,15,Stio,802
065147,15,Torchiara,1850
065148,15,Torraca,1233
065149,15,Torre Orsaia,2062
065150,15,Tortorella,498
060086,12,Vicalvi,746
060087,12,Vico nel Lazio,2159
060088,12,Villa Latina,1212
060089,12,Villa Santa Lucia,2574
060090,12,Villa Santo Stefano,1699
060091,12,Viticuso,308
061001,15,Ailano,1333
062071,15,Sant'Angelo a Cupolo,4310
062072,15,Sassinoro,641
062073,15,Solopaca,3679
062075,15,Tocco Caudio,1464
062076,15,Torrecuso,3375
062077,15,Vitulano,2865
062078,15,Sant'Arcangelo Trimonte,521
064106,15,Taurano,1513
064107,15,Taurasi,2277
064108,15,Teora,1459
064109,15,Torella dei Lombardi,2022
064110,15,Torre Le Nocelle,1251
064111,15,Torrioni,483
064112,15,Trevico,908
064113,15,Tufo,831
064114,15,Vallata,2620
064115,15,Vallesaccarda,1279
064116,15,Venticano,2458
064117,15,Villamaina,930
064118,15,Villanova del Battista,1553
064119,15,Volturara Irpina,3125
065151,15,Tramonti,4131
065152,15,Trentinara,1600
065153,15,Valle dell'Angelo,225
065155,15,Valva,1617
065156,15,Vibonati,3268
066001,13,Acciano,312
066002,13,Aielli,1469
061003,15,Alvignano,4714
061006,15,Baia e Latina,2089
061008,15,Caianello,1833
061011,15,Camigliano,1989
063015,15,Carbonara di Nola,2498
064120,15,Zungoli,1037
065001,15,Acerno,2613
065004,15,Alfano,989
065008,15,Aquara,1423
066003,13,Alfedena,917
066004,13,Anversa degli Abruzzi,325
066005,13,Ateleta,1120
066007,13,Balsorano,3379
066008,13,Barete,638
066009,13,Barisciano,1712
066010,13,Barrea,713
061014,15,Capriati a Volturno,1539
061023,15,Castel Campagnano,1507
063018,15,Casamarciano,3213
063022,15,Casola di Napoli,3791
063029,15,Comiziano,1744
065010,15,Atena Lucana,2417
065011,15,Atrani,837
065012,15,Auletta,2217
065015,15,Bellosguardo,746
065017,15,Buccino,4778
086017,19,Sperlinga,712
086020,19,Villarosa,4646
087001,19,Aci Bonaccorsi,3542
078137,18,Scala Coeli,895
078139,18,Scigliano,1177
078140,18,Serra d'Aiello,511
078143,18,Spezzano della Sila,4399
078145,18,Tarsia,1948
075032,16,Giuggianello,1155
075033,16,Giurdignano,1948
076054,17,Nemoli,1424
076055,17,Noepoli,787
076056,17,Oppido Lucano,3685
076057,17,Palazzo San Gervasio,4690
076058,17,Pescopagano,1787
078012,18,Aprigliano,2690
078013,18,Belmonte Calabro,1916
078014,18,Belsito,914
078016,18,Bianchi,1257
078018,18,Bocchigliero,1181
075041,16,Martignano,1630
075045,16,Melpignano,2208
075046,16,Miggiano,3426
076060,17,Pietragalla,3992
076061,17,Pietrapertosa,958
076064,17,Rapolla,4289
078019,18,Bonifati,2733
078020,18,Buonvicino,2145
078021,18,Calopezzati,1338
078022,18,Caloveto,1172
078023,18,Campana,1629
078024,18,Canna,680
078026,18,Carolei,3280
078027,18,Carpanzano,226
078146,18,Terranova da Sibari,4922
078147,18,Terravecchia,675
078148,18,Torano Castello,4543
078152,18,Vaccarizzo Albanese,1086
078153,18,Verbicaro,2819
078155,18,Zumpano,2666
075047,16,Minervino di Lecce,3559
075049,16,Montesano Salentino,2646
075050,16,Morciano di Leuca,3178
075051,16,Muro Leccese,4890
075054,16,Nociglia,2215
075056,16,Ortelle,2317
076065,17,Rapone,913
076067,17,Ripacandida,1651
076068,17,Rivello,2674
076069,17,Roccanova,1413
076070,17,Rotonda,3389
076071,17,Ruoti,3465
078030,18,Castiglione Cosentino,2874
078032,18,Castroregio,252
075058,16,Palmariggi,1433
075060,16,Patù,1655
076072,17,Ruvo del Monte,1035
076073,17,San Chirico Nuovo,1264
076074,17,San Chirico Raparo,966
076075,17,San Costantino Albanese,643
076076,17,San Fele,2785
076077,17,San Martino d'Agri,705
078034,18,Celico,2770
078035,18,Cellara,483
078036,18,Cerchiara di Calabria,2337
078037,18,Cerisano,3047
078038,18,Cervicati,810
078039,18,Cerzeto,1315
087013,19,Castel di Iudica,4448
087014,19,Castiglione di Sicilia,3082
075066,16,Salve,4555
075067,16,Sanarica,1477
075071,16,San Pietro in Lama,3508
075072,16,Santa Cesarea Terme,2983
075074,16,Seclì,1858
075075,16,Sogliano Cavour,3984
075077,16,Specchia,4722
076078,17,San Severino Lucano,1462
076079,17,Sant'Angelo Le Fratte,1376
076081,17,Sarconi,1423
076082,17,Sasso di Castalda,795
076083,17,Satriano di Lucania,2291
076084,17,Savoia di Lucania,1065
078041,18,Civita,872
078042,18,Cleto,1235
078043,18,Colosimi,1182
078046,18,Cropalati,1032
078049,18,Dipignano,4319
087020,19,Licodia Eubea,3005
075078,16,Spongano,3580
075080,16,Sternatia,2218
075081,16,Supersano,4296
075082,16,Surano,1592
075086,16,Tiggiano,2865
076086,17,Spinoso,1401
076087,17,Teana,568
076088,17,Terranova di Pollino,1116
078050,18,Domanico,935
078051,18,Fagnano Castello,3695
078052,18,Falconara Albanese,1384
078053,18,Figline Vegliaturo,1152
078054,18,Firmo,1973
078055,18,Fiumefreddo Bruzio,2889
078056,18,Francavilla Marittima,2870
078057,18,Frascineto,1979
078059,18,Grimaldi,1618
087022,19,Maletto,3697
087026,19,Milo,1041
087028,19,Mirabella Imbaccari,4577
075091,16,Uggiano la Chiesa,4361
075094,16,Zollino,1904
075095,16,San Cassiano,1993
075096,16,Castro,2344
076090,17,Tolve,3140
076091,17,Tramutola,2992
076092,17,Trecchina,2222
076093,17,Trivigno,617
076094,17,Vaglio Basilicata,1942
078060,18,Grisolia,2227
078061,18,Guardia Piemontese,1802
078062,18,Lago,2458
078063,18,Laino Borgo,1828
078064,18,Laino Castello,791
078065,18,Lappano,909
078066,18,Lattarico,3931
078067,18,Longobardi,2302
087035,19,Piedimonte Etneo,4078
087036,19,Raddusa,2979
076001,17,Abriola,1379
077019,17,Oliveto Lucano,381
078097,18,Piane Crati,1411
078098,18,Pietrafitta,1215
078099,18,Pietrapaola,1066
078100,18,Plataci,683
078103,18,Rocca Imperiale,3312
076032,17,Filiano,2837
076033,17,Forenza,1959
076034,17,Francavilla in Sinni,4132
076035,17,Gallicchio,842
077022,17,Pomarico,4001
077023,17,Rotondella,2541
077024,17,Salandra,2653
077025,17,San Giorgio Lucano,1112
078106,18,Rose,4354
078107,18,Roseto Capo Spulico,1916
078109,18,Rota Greca,1060
078110,18,Rovito,3143
078111,18,San Basile,1019
078112,18,San Benedetto Ullano,1464
078113,18,San Cosmo Albanese,601
078114,18,San Demetrio Corone,3282
089003,19,Buccheri,1889
089004,19,Buscemi,995
076037,17,Grumento Nova,1654
076038,17,Guardia Perticara,537
076040,17,Latronico,4288
076041,17,Laurenzana,1681
077026,17,San Mauro Forte,1405
077027,17,Stigliano,3914
077029,17,Tursi,4901
078115,18,San Donato di Ninea,1235
078116,18,San Fili,2601
078117,18,Sangineto,1269
078118,18,San Giorgio Albanese,1364
078120,18,San Lorenzo Bellizzi,574
089007,19,Cassaro,751
089008,19,Ferla,2400
076044,17,Maratea,4995
076045,17,Marsico Nuovo,4048
077030,17,Valsinni,1423
078001,18,Acquaformosa,1064
078002,18,Acquappesa,1803
078004,18,Aiello Calabro,1607
078121,18,San Lorenzo del Vallo,3204
078124,18,San Martino di Finita,985
078125,18,San Nicola Arcella,1973
078126,18,San Pietro in Amantea,506
078127,18,San Pietro in Guarano,3573
078128,18,San Sosti,2098
075025,16,Cursi,4037
075027,16,Diso,2903
076047,17,Maschito,1570
076049,17,Missanello,539
076050,17,Moliterno,3771
076051,17,Montemilone,1510
076052,17,Montemurro,1160
078005,18,Aieta,767
078006,18,Albidona,1243
078007,18,Alessandria del Carretto,384
078008,18,Altilia,684
078009,18,Altomonte,4320
078011,18,Amendolara,2854
078129,18,Santa Caterina Albanese,1192
078130,18,Santa Domenica Talao,1200
078131,18,Sant'Agata di Esaro,1786
078133,18,Santa Sofia d'Epiro,2407
078134,18,Santo Stefano di Rogliano,1691
078135,18,San Vincenzo La Costa,2115
078136,18,Saracena,3615
094002,14,Agnone,4901
094003,14,Bagnoli del Trigno,675
094004,14,Belmonte del Sannio,695
094005,14,Cantalupo nel Sannio,752
094006,14,Capracotta,837
094007,14,Carovilli,1286
094008,14,Carpinone,1087
099006,8,Mondaino,1355
099008,8,Montefiore Conca,2236
099009,8,Montegridolfo,996
099015,8,Saludecio,3065
090036,20,Luogosanto,1860
090037,20,Luras,2486
090038,20,Mara,562
090039,20,Martis,478
090040,20,Monteleone Rocca Doria,107
090041,20,Monti,2399
091043,20,Lula,1318
091046,20,Mamoiada,2472
091047,20,Meana Sardo,1691
091050,20,Noragugume,289
096002,1,Andorno Micca,3130
096003,1,Benna,1146
096005,1,Bioglio,875
096006,1,Borriana,885
096007,1,Brusnengo,2027
096008,1,Callabiana,141
096009,1,Camandona,320
096010,1,Camburzano,1148
096013,1,Caprile,185
094009,14,Castel del Giudice,311
094010,14,Castelpetroso,1620
094011,14,Castelpizzuto,157
094012,14,Castel San Vincenzo,481
094013,14,Castelverrino,105
094014,14,Cerro al Volturno,1200
094015,14,Chiauci,204
094016,14,Civitanova del Sannio,926
094017,14,Colli a Volturno,1343
094018,14,Conca Casale,173
090042,20,Mores,1873
090043,20,Muros,829
090044,20,Nughedu San Nicolò,783
090045,20,Nule,1336
090046,20,Nulvi,2699
090048,20,Olmedo,4185
090049,20,Oschiri,3142
091056,20,Ollolai,1240
091057,20,Olzai,820
091058,20,Onanì,372
091059,20,Onifai,719
091060,20,Oniferi,900
096014,1,Casapinta,408
096015,1,Castelletto Cervo,826
096016,1,Cavaglià,3571
096018,1,Cerrione,2846
096019,1,Coggiola,1742
096021,1,Crevacuore,1476
096023,1,Curino,468
096024,1,Donato,716
096025,1,Dorzano,545
096026,1,Gaglianico,3823
096027,1,Gifflenga,109
094019,14,Filignano,610
094020,14,Forlì del Sannio,643
094021,14,Fornelli,1906
094022,14,Frosolone,2985
094024,14,Longano,663
094025,14,Macchia d'Isernia,1065
094026,14,Macchiagodena,1756
090050,20,Osilo,2937
091061,20,Orani,2806
091062,20,Orgosolo,4117
091064,20,Orotelli,1962
091066,20,Ortueri,1094
091067,20,Orune,2238
096028,1,Graglia,1495
096030,1,Magnano,386
096031,1,Massazza,537
096032,1,Masserano,2036
096033,1,Mezzana Mortigliengo,490
096034,1,Miagliano,580
096035,1,Mongrando,3833
096037,1,Mottalciata,1328
096038,1,Muzzano,591
096039,1,Netro,941
096040,1,Occhieppo Inferiore,3852
096041,1,Occhieppo Superiore,2694
096042,1,Pettinengo,1503
094027,14,Miranda,970
094028,14,Montaquila,2385
094029,14,Montenero Val Cocchiara,517
094030,14,Monteroduni,2090
094031,14,Pesche,1668
094032,14,Pescolanciano,829
094033,14,Pescopennataro,257
076002,17,Acerenza,2268
076003,17,Albano di Lucania,1381
076004,17,Anzi,1597
076005,17,Armento,580
076096,17,Vietri di Potenza,2773
076097,17,Viggianello,2867
076098,17,Viggiano,3357
076099,17,Ginestra,724
076100,17,Paterno,3224
077001,17,Accettura,1718
078068,18,Longobucco,2875
078069,18,Lungro,2364
078071,18,Maierà,1198
078072,18,Malito,753
078073,18,Malvito,1751
078074,18,Mandatoriccio,2715
087040,19,San Cono,2582
087043,19,San Michele di Ganzaria,3136
076006,17,Atella,3812
076008,17,Balvano,1794
076009,17,Banzi,1284
076010,17,Baragiano,2580
076011,17,Barile,2746
077002,17,Aliano,907
077004,17,Calciano,685
077005,17,Cirigliano,310
077006,17,Colobraro,1131
077007,17,Craco,668
078075,18,Mangone,1904
078076,18,Marano Marchesato,3436
078077,18,Marano Principato,3129
078078,18,Marzi,967
078080,18,Mongrassano,1530
078082,18,Montegiordano,1706
087046,19,Sant'Alfio,1560
076012,17,Bella,4916
076013,17,Brienza,3967
